exp,time,CA,CB,CC,temp,CA0
9,0.0,1.1,0.0,0.0,369.65,1.1
9,0.1,0.5178234142681525,0.5812553321250704,0.0009212536067775245,369.65,1.1
9,0.2,0.2587829620592679,0.8344269592506769,0.006790078690055633,369.65,1.1
9,0.3,0.1432936157815367,0.9391835687727371,0.017522815445726432,369.65,1.1
9,0.4,0.09160824736476411,0.9775808606189864,0.03081089201624978,369.65,1.1
9,0.5,0.0682987118258557,0.986686069784536,0.04501521838960866,369.65,1.1
9,0.6,0.05757455858771232,0.9831252407015616,0.059300200710726524,369.65,1.1
9,0.7,0.05244190922039367,0.9742572728033674,0.07330081797623932,369.65,1.1
9,0.8,0.04981777523615301,0.9633078108216359,0.0868744139422116,369.65,1.1
9,0.9,0.04829025303802348,0.9517337779030524,0.09997596905892461,369.65,1.1
9,1.0,0.04728998452808611,0.9401031320311025,0.11260688344081178,369.65,1.1
