exp,time,CA,CB,CC,temp,CA0
19,0.0,2.1,0.0,0.0,333.65,2.1
19,0.1,1.2279594464487122,0.870598647849803,0.0014419057014855145,333.65,2.1
19,0.2,0.7328496448069087,1.354361452372484,0.012788902820608083,333.65,2.1
19,0.3,0.45147352793952056,1.6107510139628538,0.0377754580976266,333.65,2.1
19,0.4,0.2912863722161896,1.7357617327401536,0.07295189504365768,333.65,2.1
19,0.5,0.1997158772217583,1.7866390991158136,0.11364502366242878,333.65,2.1
19,0.6,0.14699393328299212,1.796659112490693,0.15634695422631542,333.65,2.1
19,0.7,0.11636056885537749,1.7847402843251852,0.1988991468194376,333.65,2.1
19,0.8,0.09825596013467629,1.7615719609631824,0.24017207890214173,333.65,2.1
19,0.9,0.08725737542237894,1.7330918583659511,0.27965076621167,333.65,2.1
19,1.0,0.08034537842838861,1.7025064561154923,0.31714816545611924,333.65,2.1
