exp,time,CA,CB,CC,temp,CA0
2,0.0,1.5,0.0,0.0,387.65,1.5
2,0.1,0.6285245801658172,0.867146860497684,0.004328559336498505,387.65,1.5
2,0.2,0.2895517411146691,1.1820394042896312,0.028408854595699466,387.65,1.5
2,0.3,0.15693734613029098,1.2761055582142222,0.06695709565548648,387.65,1.5
2,0.4,0.10423621568455729,1.2859681727720091,0.10979561154343351,387.65,1.5
2,0.5,0.08245968872805595,1.265690152564926,0.15185015870701804,387.65,1.5
2,0.6,0.07279528988052107,1.2358145272621193,0.19139018285735948,387.65,1.5
2,0.7,0.06785924772195612,1.2040944029549223,0.22804634932312154,387.65,1.5
2,0.8,0.0648838451599176,1.1731716340205034,0.26194452081957903,387.65,1.5
2,0.9,0.0627491117106091,1.143918900134194,0.2933319881551969,387.65,1.5
2,1.0,0.06099542498879883,1.11653325995573,0.3224713150554712,387.65,1.5
