exp,time,CA,CB,CC,temp,CA0
19,0.0,2.1057003947075428,-0.01417047131049578,-0.01642840336328416,333.65,2.1
19,0.1,1.2858920587067344,0.911523372904559,0.015050112130858339,333.65,2.1
19,0.2,0.7204881489491978,1.314314743897142,0.013950330116015345,333.65,2.1
19,0.3,0.45743778407696783,1.6273379084459185,0.02176766966268533,333.65,2.1
19,0.4,0.28161637925844424,1.733922833837135,0.08143654368636731,333.65,2.1
19,0.5,0.2088649469252267,1.7317036636296708,0.06849229604743329,333.65,2.1
19,0.6,0.10334801743144466,1.7850194988714376,0.20219554802458434,333.65,2.1
19,0.7,0.08907545287561545,1.805484608371453,0.17945659251276208,333.65,2.1
19,0.8,0.11318868094654239,1.7942608314436288,0.2472356471856802,333.65,2.1
19,0.9,0.03318195761326489,1.7479782165624107,0.26486551118835316,333.65,2.1
19,1.0,0.0575904026256761,1.7060109308925164,0.3169975467569104,333.65,2.1
