exp,time,CA,CB,CC,temp,CA0
15,0.0,1.3135397203730022,-0.015572364580170193,-0.05892536276595468,450.65,1.3
15,0.1,0.4010459721175597,0.9746792783276829,0.010957191628736993,450.65,1.3
15,0.2,0.13146174028138033,1.145233993005097,0.08526787886055301,450.65,1.3
15,0.3,0.06303900162940902,1.0448781697932583,0.1485285449545627,450.65,1.3
15,0.4,0.08505923289852811,1.0403387231413723,0.2248747620078077,450.65,1.3
15,0.5,0.0695894857658517,0.9825098113643318,0.23873500936827233,450.65,1.3
15,0.6,0.06352079257774412,0.9726096275864572,0.27457186540810935,450.65,1.3
15,0.7,0.10784726318668805,0.8989849311665365,0.3434288227935536,450.65,1.3
15,0.8,0.004396447657415821,0.9027655399955477,0.3494185807923397,450.65,1.3
15,0.9,0.11485506108552337,0.8663709833780291,0.3538885698999151,450.65,1.3
15,1.0,0.06599253248098154,0.8173828064105576,0.42872948773465347,450.65,1.3
