exp,time,CA,CB,CC,temp,CA0
1,0.0,3.566401414897895,0.019293481677593167,0.028410883390429877,468.65,3.5
1,0.1,0.8324773280310185,2.301994564747422,0.34622570477517817,468.65,3.5
1,0.2,0.2762096086378702,2.0753474653797315,0.9853953424103744,468.65,3.5
1,0.3,0.24189197909772486,1.7654424883906112,1.4926891444368846,468.65,3.5
1,0.4,0.1455060140518045,1.58022296092782,1.7586309440051033,468.65,3.5
1,0.5,0.1263952234111999,1.4280341830243162,1.9910071310243942,468.65,3.5
1,0.6,0.08494507544749161,1.3411536750599815,2.176992488944769,468.65,3.5
1,0.7,0.08835784915442352,1.229152403012628,2.2234567853043408,468.65,3.5
1,0.8,0.07927060229282239,1.1062174508406997,2.3302732220274094,468.65,3.5
1,0.9,0.12581652253106967,1.0240369418676898,2.3862333221759067,468.65,3.5
1,1.0,0.059457682892453,1.0088491264865498,2.483879000140623,468.65,3.5
