exp,time,CA,CB,CC,temp,CA0
17,0.0,3.1,0.0,0.0,306.65,3.1
17,0.1,2.092915462675562,1.0059547444818064,0.0011297928426311867,306.65,3.1
17,0.2,1.4244710671847305,1.663996959161981,0.01153197365328789,306.65,3.1
17,0.3,0.9805779469545223,2.081138888205923,0.03828316483955392,306.65,3.1
17,0.4,0.6855761515460336,2.3332122577626166,0.08121159069134952,306.65,3.1
17,0.5,0.48921848226337705,2.4745784623832408,0.13620305535338184,306.65,3.1
17,0.6,0.35820777497118034,2.543323758224681,0.1984684668041387,306.65,3.1
17,0.7,0.27054183357011086,2.5654407347244654,0.26401743170542347,306.65,3.1
17,0.8,0.21163757803053201,2.5583221581512254,0.3300402638182426,306.65,3.1
17,0.9,0.1717867670791303,2.533423767017142,0.39478946590372804,306.65,3.1
17,1.0,0.14456418808863084,2.4981799768524704,0.457255835058899,306.65,3.1
