exp,time,CA,CB,CC,temp,CA0
14,0.0,3.6880244560263007,-0.020595210117039,-0.004528016382070075,423.65,3.7
14,0.1,1.1983556824857151,2.2744497714602314,0.16889410231194102,423.65,3.7
14,0.2,0.47558521002445187,2.5080758050728864,0.6938952586954994,423.65,3.7
14,0.3,0.25922276827988255,2.266309985099544,1.1849314522875367,423.65,3.7
14,0.4,0.15951647817316855,2.080840538739108,1.577071444274164,423.65,3.7
14,0.5,0.11747113300410165,1.8307946707440967,1.7692570883567205,423.65,3.7
14,0.6,0.12472582250087941,1.6338728853442457,1.909881995318009,423.65,3.7
14,0.7,0.08956117477849537,1.5404029346509467,2.1211774513570503,423.65,3.7
14,0.8,0.11912489975284216,1.449487939504937,2.1922074116191164,423.65,3.7
14,0.9,0.04557319771469253,1.3361654777729137,2.251773856691316,423.65,3.7
14,1.0,0.02189895936378236,1.2949410356809548,2.3583663316794303,423.65,3.7
