exp,time,CA,CB,CC,temp,CA0
17,0.0,3.1140747090305037,-0.007643561345392738,-0.012218856302959115,306.65,3.1
17,0.1,2.0875763680093424,0.9752884369528098,0.004194942216930447,306.65,3.1
17,0.2,1.4610831286923156,1.68104595574705,-0.015113304606392337,306.65,3.1
17,0.3,0.9545095263120147,2.032845397267692,-0.005096102214197373,306.65,3.1
17,0.4,0.6855357903899145,2.3748927893842318,0.06155375519921569,306.65,3.1
17,0.5,0.5251586804176919,2.4426220234971083,0.15921174463186705,306.65,3.1
17,0.6,0.3467542993390025,2.5634878224453055,0.20225371084169833,306.65,3.1
17,0.7,0.2716188784196881,2.605198933499605,0.24166718816956448,306.65,3.1
17,0.8,0.21354315815073843,2.542994159491533,0.3373807909297179,306.65,3.1
17,0.9,0.2213141123594055,2.5461144194706975,0.3395528640622658,306.65,3.1
17,1.0,0.08693425054835313,2.524155150674523,0.41403337262206336,306.65,3.1
