exp,time,CA,CB,CC,temp,CA0
14,0.0,3.7,0.0,0.0,423.65,3.7
14,0.1,1.2177287927604346,2.3176129963771235,0.1646582108624418,423.65,3.7
14,0.2,0.48348222818608005,2.5171092580029195,0.6994085138110001,423.65,3.7
14,0.3,0.24923354695295474,2.274744020792533,1.176022432254512,423.65,3.7
14,0.4,0.16565632823305723,2.020097412884045,1.5142462588828975,423.65,3.7
14,0.5,0.1303129597296516,1.8151431760518533,1.7545438642184945,423.65,3.7
14,0.6,0.11199986697263291,1.6553270793861337,1.9326730536412327,423.65,3.7
14,0.7,0.1005177000947109,1.5290957340484619,2.070386565856827,423.65,3.7
14,0.8,0.09235205990400303,1.4270317077919505,2.1806162323040454,423.65,3.7
14,0.9,0.08598752901115013,1.3426356281719558,2.2713768428168932,423.65,3.7
14,1.0,0.08085835158376525,1.2714695629258033,2.3476720854904305,423.65,3.7
