exp,time,CA,CB,CC,temp,CA0
16,0.0,3.849567707526627,-0.011065969450970707,-0.006738597015455735,360.65,3.9000000000000004
16,0.1,1.9626778562959535,1.9315419943233822,-0.0570465192699864,360.65,3.9000000000000004
16,0.2,1.0357434614869847,2.6346123706503577,0.17075800623651874,360.65,3.9000000000000004
16,0.3,0.5933378846528012,2.823884239664467,0.5078753132948282,360.65,3.9000000000000004
16,0.4,0.37151663003112234,2.7743883778525404,0.7492775526870193,360.65,3.9000000000000004
16,0.5,0.23062461359135059,2.6517234002889882,1.0039740508967743,360.65,3.9000000000000004
16,0.6,0.16752499183864483,2.469956463423363,1.2228710411857495,360.65,3.9000000000000004
16,0.7,0.14093526960614167,2.3850267748663496,1.4155030050902422,360.65,3.9000000000000004
16,0.8,0.11524576867607553,2.2399781587881993,1.5520647122758877,360.65,3.9000000000000004
16,0.9,0.12532900243557282,2.0329262980808767,1.6917110767948775,360.65,3.9000000000000004
16,1.0,0.13648626873633884,1.9361856538679485,1.8453037012406426,360.65,3.9000000000000004
