exp,time,CA,CB,CC,temp,CA0
6,0.0,1.9,0.0,0.0,396.65,1.9
6,0.1,0.7501146767166273,1.1383004338973752,0.011584889385997211,396.65,1.9
6,0.2,0.33298901857042956,1.496555280168757,0.07045570126081313,396.65,1.9
6,0.3,0.1796320956511777,1.5644225911203788,0.1559453132284431,396.65,1.9
6,0.4,0.1212597000638083,1.5355639949089344,0.24317630502725687,396.65,1.9
6,0.5,0.09735657631271741,1.47965318986257,0.32299023382471215,396.65,1.9
6,0.6,0.08622514435047542,1.419937203123763,0.39383765252576125,396.65,1.9
6,0.7,0.0800188667671142,1.3635109872028113,0.4564701460300741,396.65,1.9
6,0.8,0.07579672843707555,1.3121143123513053,0.5120889592116188,396.65,1.9
6,0.9,0.07254960181199044,1.2656276105694626,0.5618227876185466,396.65,1.9
6,1.0,0.06981950049214022,1.223573109881645,0.6066073896262144,396.65,1.9
