exp,time,CA,CB,CC,temp,CA0
3,0.0,4.9,0.0,0.0,351.65,4.9
3,0.1,2.578124157501416,2.282310010776808,0.03956583172177514,351.65,4.9
3,0.2,1.4028357466567563,3.2085134805810354,0.2886507727622074,351.65,4.9
3,0.3,0.803035427894872,3.4065327127895086,0.6904318593156185,351.65,4.9
3,0.4,0.4910080796397765,3.3082150487937505,1.1007768715664723,351.65,4.9
3,0.5,0.32468240475177174,3.118536335285597,1.4567812599626309,351.65,4.9
3,0.6,0.2339550623331495,2.9154285546396483,1.7506163830272015,351.65,4.9
3,0.7,0.18252926297048333,2.726884361086027,1.9905863759434892,351.65,4.9
3,0.8,0.1519377157126804,2.5601514741660374,2.1879108101212816,351.65,4.9
3,0.9,0.1327624876501608,2.4148655530221883,2.352371959327651,351.65,4.9
3,1.0,0.1198861973087039,2.2887571424569177,2.4913566602343784,351.65,4.9
