exp,time,CA,CB,CC,temp,CA0
7,0.0,2.9,0.0,0.0,414.65,2.9
7,0.1,1.0147803267501487,1.8190757194785747,0.06614395377127637,414.65,2.9
7,0.2,0.4188582459493479,2.152171547733035,0.32897020631761664,414.65,2.9
7,0.3,0.2218787025261328,2.060767364457695,0.6173539330161717,414.65,2.9
7,0.4,0.15059418263579594,1.8971470856514583,0.8522587317127449,414.65,2.9
7,0.5,0.1207070671234615,1.7447135127974296,1.0345794200791083,414.65,2.9
7,0.6,0.10533419579043037,1.6168212733939356,1.1778445308156333,414.65,2.9
7,0.7,0.09579294309188315,1.5109223085846255,1.2932847483234906,414.65,2.9
7,0.8,0.08893082167006106,1.4225990880056623,1.3884700903242762,414.65,2.9
7,0.9,0.0834831572936936,1.3478224461986053,1.4686943965077008,414.65,2.9
7,1.0,0.07898641141922372,1.2835315144562989,1.5374820741244772,414.65,2.9
