exp,time,CA,CB,CC,temp,CA0
5,0.0,4.5,0.0,0.0,315.65,4.5
5,0.1,2.9021577593445915,1.5921509135792626,0.005691327076144905,315.65,4.5
5,0.2,1.8925365550819686,2.552997179801972,0.05446626511605844,315.65,4.5
5,0.3,1.2533985738115263,3.078158837631231,0.16844258855724153,315.65,4.5
5,0.4,0.8478854773901219,3.3200469458364608,0.33206757677341675,315.65,4.5
5,0.5,0.5899190237784427,3.3907956941034643,0.5192852821180923,315.65,4.5
5,0.6,0.4241562281544755,3.36636461544405,0.7094791564014735,315.65,4.5
5,0.7,0.31674353921976217,3.292339303452347,0.8909171573278902,315.65,4.5
5,0.8,0.24645300663760095,3.195161047546868,1.05838594581553,315.65,4.5
5,0.9,0.19997465910263568,3.0895019068023752,1.2105234340949882,315.65,4.5
5,1.0,0.16878806340846345,2.983416223996489,1.3477957125950464,315.65,4.5
