exp,time,CA,CB,CC,temp,CA0
5,0.0,4.509646285681717,-0.05233020462437229,-0.02533115791071252,315.65,4.5
5,0.1,2.920141143706452,1.5453072446138671,-0.02276719171477071,315.65,4.5
5,0.2,1.8836580855641445,2.5336011465942607,0.02591447636329791,315.65,4.5
5,0.3,1.2902756083796343,3.0787724155289493,0.16259905082714265,315.65,4.5
5,0.4,0.848187671990105,3.3333596968293357,0.2945330681888555,315.65,4.5
5,0.5,0.6116125611321809,3.4347434517389535,0.5266511731628815,315.65,4.5
5,0.6,0.3813776677748734,3.332778855447175,0.6773799380415885,315.65,4.5
5,0.7,0.3177312128750623,3.3079530957764107,0.8832175455000253,315.65,4.5
5,0.8,0.22042145466383106,3.2177429263585373,1.0569857056663774,315.65,4.5
5,0.9,0.220876644436424,3.0851580386453943,1.2682055749908374,315.65,4.5
5,1.0,0.1652311203088253,2.985378981671041,1.294846193083652,315.65,4.5
