exp,time,CA,CB,CC,temp,CA0
18,0.0,3.2942374693035963,-0.006349849025143809,-0.006364249884868008,459.65,3.3000000000000003
18,0.1,0.8807653296461102,2.2246507202513275,0.28530385458464946,459.65,3.3000000000000003
18,0.2,0.32625800284221834,2.1715289499411803,0.8714865990483928,459.65,3.3000000000000003
18,0.3,0.19472779512522576,1.8622850124866457,1.2905362433839709,459.65,3.3000000000000003
18,0.4,0.10820655244545059,1.6315473176465984,1.532895861543778,459.65,3.3000000000000003
18,0.5,0.11190506817032059,1.3917466679333483,1.692250404647756,459.65,3.3000000000000003
18,0.6,0.1268520885473428,1.2872536855021328,1.8824942103578877,459.65,3.3000000000000003
18,0.7,0.0427560942549161,1.246347299579027,2.0063721570307793,459.65,3.3000000000000003
18,0.8,0.10610046487371724,1.124493979334532,2.0675269305163013,459.65,3.3000000000000003
18,0.9,0.05129146676471872,1.0766489804595907,2.1251653331339764,459.65,3.3000000000000003
18,1.0,0.0821829821468176,1.0156874454453537,2.224391070292471,459.65,3.3000000000000003
