exp,time,CA,CB,CC,temp,CA0
2,0.0,1.4990975873347754,-0.025890511198992352,-0.012122457568760986,387.65,1.5
2,0.1,0.607928876878173,0.8967061330538428,-0.0448134505535467,387.65,1.5
2,0.2,0.29104394628285024,1.1810963744298486,0.023871282895470105,387.65,1.5
2,0.3,0.19706658843253638,1.2465664833541472,0.0941804181420728,387.65,1.5
2,0.4,0.09725317870487077,1.353377862965116,0.111817446443526,387.65,1.5
2,0.5,0.09907074194176682,1.2640825260346131,0.17256491551570832,387.65,1.5
2,0.6,0.027193067489989772,1.2525073002796552,0.18929112869371595,387.65,1.5
2,0.7,0.10364318520425349,1.1438983670972291,0.25046591710488497,387.65,1.5
2,0.8,0.0806394186202616,1.1526750290456482,0.252751798639798,387.65,1.5
2,0.9,0.03735688564644869,1.1578130618323694,0.29879172070868526,387.65,1.5
2,1.0,0.05508846989041894,1.0996111795946426,0.32030723412950746,387.65,1.5
