exp,time,CA,CB,CC,temp,CA0
7,0.0,2.94710709997225,-0.04204905907090606,0.01781236363393821,414.65,2.9
7,0.1,1.0298310259094383,1.7963356269988378,0.053673951578333975,414.65,2.9
7,0.2,0.47354954093934787,2.178705868398275,0.26558907285261557,414.65,2.9
7,0.3,0.22987537240499836,2.1110929828177176,0.5982983473389312,414.65,2.9
7,0.4,0.13481037639827761,1.9287804977916063,0.9191218369550131,414.65,2.9
7,0.5,0.12013027488506506,1.733452676726212,1.004682802184605,414.65,2.9
7,0.6,0.12528481856399054,1.6409518794210376,1.2022685245157398,414.65,2.9
7,0.7,0.07340166088756225,1.5339995404292879,1.299574024199807,414.65,2.9
7,0.8,0.10102429964837525,1.432135292767906,1.370427015258333,414.65,2.9
7,0.9,0.05619469338193335,1.3434735370248552,1.4931889005571326,414.65,2.9
7,1.0,0.060349388808545526,1.2512960687469818,1.509907770206324,414.65,2.9
