exp,time,CA,CB,CC,temp,CA0
8,0.0,2.5,0.0,0.0,405.65,2.5
8,0.1,0.9294119896887466,1.5368183142416438,0.03376969606960951,405.65,2.5
8,0.2,0.3974608150933678,1.9168101638721284,0.18572902103450392,405.65,2.5
8,0.3,0.21195869761840117,1.9113293794306465,0.37671192295095235,405.65,2.5
8,0.4,0.1432079358762543,1.8081828993185531,0.5486091648051927,405.65,2.5
8,0.5,0.1146108257891367,1.693995755729366,0.6913934184814974,405.65,2.5
8,0.6,0.10044727599093291,1.590539358314754,0.809013365694313,405.65,2.5
8,0.7,0.09193988401489711,1.50097793084787,0.9070821851372329,405.65,2.5
8,0.8,0.08595151998400187,1.4239216480004162,0.9901268320155816,405.65,2.5
8,0.9,0.08123375204619228,1.3572666035629242,1.061499644390883,405.65,2.5
8,1.0,0.07727419451572856,1.2990109842567044,1.1237148212275665,405.65,2.5
