exp,time,CA,CB,CC,temp,CA0
13,0.0,4.159172689585541,0.014455199345709132,-0.0025391466700109707,378.65,4.1
13,0.1,1.8198119018501278,2.2284330031358706,0.027873897068959513,378.65,4.1
13,0.2,0.8306508458524172,2.7808369816004372,0.3656376126428194,378.65,4.1
13,0.3,0.4511100102596777,2.8574744616101313,0.835673809146676,378.65,4.1
13,0.4,0.3009706012591302,2.6576118781600457,1.2234374869552886,378.65,4.1
13,0.5,0.17243792825335363,2.4141226222768393,1.4370722668447893,378.65,4.1
13,0.6,0.15303377870697235,2.2861379187564865,1.7180059359062076,378.65,4.1
13,0.7,0.1691620580493851,2.1438687815055837,1.8234196476165971,378.65,4.1
13,0.8,0.12417635152949555,1.8903623094213013,1.9807178200848028,378.65,4.1
13,0.9,0.11376200580465726,1.8877597802448614,2.2013825467832717,378.65,4.1
13,1.0,0.11061524586093496,1.7645526538945504,2.2709727212802893,378.65,4.1
