exp,time,CA,CB,CC,temp,CA0
16,0.0,3.9000000000000004,0.0,0.0,360.65,3.9000000000000004
16,0.1,1.9418655510021297,1.9293633732955853,0.028771075702286774,360.65,3.9000000000000004
16,0.2,1.0104926070503817,2.685771132988673,0.20373625996094682,360.65,3.9000000000000004
16,0.3,0.5634596229418177,2.853614287671534,0.4829260893866493,360.65,3.9000000000000004
16,0.4,0.34463776200731067,2.7845939904624823,0.7707682475302078,360.65,3.9000000000000004
16,0.5,0.23400926876630246,2.6410862381994464,1.0249044930342517,360.65,3.9000000000000004
16,0.6,0.1761086709152185,2.4852575445831286,1.238633784501654,360.65,3.9000000000000004
16,0.7,0.14407327622213578,2.339330690120208,1.4165960336576569,360.65,3.9000000000000004
16,0.8,0.1250513502138225,2.2092801890604155,1.5656684607257627,360.65,3.9000000000000004
16,0.9,0.11287475896630816,2.095101884129787,1.6920233569039058,360.65,3.9000000000000004
16,1.0,0.10434064916031012,1.9952091320767167,1.8004502187629738,360.65,3.9000000000000004
