exp,time,CA,CB,CC,temp,CA0
1,0.0,3.5,0.0,0.0,468.65,3.5
1,0.1,0.8524433550429616,2.309221048189266,0.3383355967677722,468.65,3.5
1,0.2,0.30647970513386935,2.1520868941889466,1.0414334006771837,468.65,3.5
1,0.3,0.17145044251647937,1.8241123769691203,1.5044371805144,468.65,3.5
1,0.4,0.12737473830548118,1.5794517887662876,1.7931734729282307,468.65,3.5
1,0.5,0.10708035026847984,1.4048356580112351,1.9880839917202846,468.65,3.5
1,0.6,0.09489764333219919,1.2755708266620516,2.1295315300057487,468.65,3.5
1,0.7,0.08626192994468335,1.1757952282940702,2.2379428417612464,468.65,3.5
1,0.8,0.07971193308389674,1.0960122279383826,2.3242758389777203,468.65,3.5
1,0.9,0.07448446015858182,1.0304424994435817,2.3950730403978358,468.65,3.5
1,1.0,0.07015103492318465,0.9753170493070411,2.454531915769773,468.65,3.5
